L3057421,CA,CA-QC,CA-QC-RM,48.3946034,-68.6760521,Anse de Rivière-Hatée,2025-09-06 10:55,149
L49579015,CA,CA-QC,CA-QC-DR,49.2215207,-65.8911382,Anse de Rivière-à-Claude,2025-09-06 15:42,24
L1025534,CA,CA-QC,CA-QC-HC,48.22055,-69.875,Anse de Roche,2025-10-10 16:22,144
L3165491,CA,CA-QC,CA-QC-BL,46.8872872,-70.8486843,Anse de St-Vallier,2025-10-07 09:59,200
L12194324,CA,CA-QC,CA-QC-IS,47.1620349,-70.317066,Anse de Trois-Saumons,2025-09-01 08:11,103
L21654951,CA,CA-QC,CA-QC-GSL,51.4107546,-57.2041571,Anse de l'Hôpital,2025-06-20 09:00,50
L4847833,CA,CA-QC,CA-QC-CV,47.3700403,-70.4062486,Anse de l'Église,2025-09-20 13:14,149
L20356108,CA,CA-QC,CA-QC-CV,47.3701081,-70.4302991,Anse de l'Îlet,2025-09-30 12:10,132
L14075909,CA,CA-QC,CA-QC-FS,48.3891511,-70.571111,Anse de la Descente des Femmes,2025-10-08 09:27,77
L19482432,CA,CA-QC,CA-QC-PB,48.5490222,-64.2771018,Anse des Cannes-de-Roches,2025-05-28 07:05,47
L13264318,CA,CA-QC,CA-QC-DR,49.2406471,-65.2922506,Anse du Cap à l'Ours,2025-08-12 10:33,89
L10527688,CA,CA-QC,CA-QC-MN,49.2499061,-68.135476,Anse du Moulin,2025-07-25 07:21,64
L2970150,CA,CA-QC,CA-QC-CE,47.8057705,-69.8986244,Anse du Port-au-Persil,2025-10-11 14:33,170
L4937415,CA,CA-QC,CA-QC-CV,47.3050558,-70.5641483,Anse du Quai,2025-10-01 12:25,140
L16797727,CA,CA-QC,CA-QC-HC,48.1409753,-69.6766529,Anse Élisabeth,2025-10-11 11:23,165
L956538,CA,CA-QC,CA-QC-PB,48.4784726,-64.2843593,Anse à Beaufils,2025-09-08 10:13,144
L2796671,CA,CA-QC,CA-QC-SAG,48.355525,-70.8660221,Anse à Benjamin,2025-08-31 14:35,182
L2873612,CA,CA-QC,CA-QC-PB,48.2776561,-64.7388611,Anse à Blondel,2025-09-20 12:09,96
L49575247,CA,CA-QC,CA-QC-CG,48.7215597,-64.2889208,Anse à Brillant,2025-07-11 14:48,1
L3757369,CA,CA-QC,CA-QC-PB,48.2383602,-64.7623873,Anse à Fullum,2024-10-21 09:30,130
L11768108,CA,CA-QC,CA-QC-MB,50.2847178,-64.5884332,Anse à Harengs,2020-06-24 14:00,22
L2742863,CA,CA-QC,CA-QC-RM,48.3224279,-68.8629913,Anse à Mercier,2025-09-07 08:24,184
L3512147,CA,CA-QC,CA-QC-MN,49.2680426,-68.0617619,Anse à Moreau,2024-07-30 18:17,60
L7515146,CA,CA-QC,CA-QC-IO,46.8463312,-71.1366677,Anse à Petit,2025-09-24 09:33,121
L11758127,CA,CA-QC,CA-QC-SAG,48.355468,-70.8787673,Anse à Philippe,2025-08-07 11:49,112
L32010153,CA,CA-QC,CA-QC-MB,50.2987527,-64.5053941,Anse à Zoël,2025-09-11 12:47,32
L9839264,CA,CA-QC,CA-QC-CG,49.2269256,-65.1312252,"Anse, Grande Vallée",2025-08-21 09:32,92
L9830575,CA,CA-QC,CA-QC-DR,49.2282158,-65.8051382,"Anse, Mt-St-Pierre",2025-09-06 15:35,87
L16993772,CA,CA-QC,CA-QC-CG,48.9988437,-64.3875638,"Anse, Rivière-au-Renard",2025-09-12 12:07,132
L9845483,CA,CA-QC,CA-QC-FS,48.2016188,-69.9073724,"Anse, St-Etienne",2025-10-10 08:51,160
L11155873,CA,CA-QC,CA-QC-IO,47.0215267,-70.8313637,Anse-aux-Canards,2025-09-17 14:47,105
L1135736,CA,CA-QC,CA-QC-NY,46.1813281,-72.6604092,"Aqueduc, Baie-du-Febvre",2025-09-20 15:38,160
L247704,CA,CA-QC,CA-QC-MR,45.428871,-73.9520833,Arboretum Morgan,2025-10-11 15:39,199
L19568180,CA,CA-QC,CA-QC-MR,45.558062,-73.6718917,Arboretum Parcours Gouin,2025-09-27 10:05,51
L6501631,CA,CA-QC,CA-QC-DM,45.4688233,-74.0752476,Arboretum d'Oka,2025-06-24 09:04,93
L13301704,CA,CA-QC,CA-QC-BS,46.1152179,-70.6750861,Arboretum de St-Georges,2025-08-02 07:09,30
L29475415,CA,CA-QC,CA-QC-AB,48.5889661,-78.233743,Arboretum de Trécesson,2025-08-23 13:34,89
L2931965,CA,CA-QC,CA-QC-LS,48.3976391,-71.7782307,Arboretum de la presqu'île Croft,2025-08-17 14:59,127
L320417,CA,CA-QC,CA-QC-CP,45.6469012,-73.4426296,"Arboretum, Parcs de la Frayère et des Voiles",2025-10-11 12:10,247
L4841657,CA,CA-QC,CA-QC-NQ,59.3036111,-69.6036111,Aupaluk (village),2024-08-25 13:44,37
L10675044,CA,CA-QC,CA-QC-RM,48.4760613,-68.4750486,"Av. Joseph-Paradis, Rimouski",2025-09-13 10:20,129
L682500,CA,CA-QC,CA-QC-BC,46.4087772,-72.2830811,"Av. des Hirondelles, Gentilly",2025-10-10 13:45,136
L3528936,CA,CA-QC,CA-QC-NQ,58.471865,-78.077171,Aéroport d'Inukjuak,2025-05-22 13:35,26
L10527650,CA,CA-QC,CA-QC-MN,49.1365235,-68.2004196,Aéroport de Baie-Comeau,2025-09-06 18:01,29
L23317830,CA,CA-QC,CA-QC-GSL,50.4633554,-59.6431526,Aéroport de Chevery,2025-07-12 15:15,32
L7670847,CA,CA-QC,CA-QC-JAM,49.7795889,-74.5284278,Aéroport de Chibougamau,2024-06-11 09:07,52
L3729273,CA,CA-QC,CA-QC-NQ,60.0268273,-69.999218,Aéroport de Kangirsuk,2025-07-28 15:26,9
L3423080,CA,CA-QC,CA-QC-NQ,58.0991552,-68.4191608,Aéroport de Kuujjuaq,2025-07-18 13:35,49
L3527670,CA,CA-QC,CA-QC-NQ,55.282911,-77.758981,Aéroport de Kuujjuarapik,2024-09-28 06:45,31
L3530361,CA,CA-QC,CA-QC-JAM,53.625223,-77.704,Aéroport de La Grande Rivière,2024-07-29 13:39,14
L759137,CA,CA-QC,CA-QC-HM,47.4073015,-72.7884183,Aéroport de La Tuque,2024-05-15 21:06,43
L23317816,CA,CA-QC,CA-QC-GSL,51.4438825,-57.187892,Aéroport de Lourdes-de-Blanc-Sablon,2024-09-18 06:54,7
L2948708,CA,CA-QC,CA-QC-MU,45.7194242,-73.5972404,Aéroport de Mascouche,2025-07-13 07:55,36
L2873701,CA,CA-QC,CA-QC-JAM,49.7610864,-77.8022575,Aéroport de Matagami,2025-05-16 11:42,46
L5492616,CA,CA-QC,CA-QC-NQ,60.0496094,-77.2866082,Aéroport de Puvirnituq (YPX),2025-07-16 15:20,31
L3312196,CA,CA-QC,CA-QC-RM,48.4750273,-68.5024781,Aéroport de Rimouski,2025-10-05 16:26,71
L14139284,CA,CA-QC,CA-QC-BH,45.2094165,-74.1382573,Aéroport de Salaberry-de-Valleyfield,2025-03-20 12:49,50
L4833112,CA,CA-QC,CA-QC-SR,50.2224432,-66.2650178,Aéroport de Sept-Îles,2025-09-23 07:01,53
L3729260,CA,CA-QC,CA-QC-CAN,54.8036285,-66.8048573,Aéroport de Shefferville,2025-09-26 15:44,34
L23317824,CA,CA-QC,CA-QC-GSL,51.2196158,-58.6629075,Aéroport de St-Augustin,2025-05-23 15:52,35
L166215,CA,CA-QC,CA-QC-CP,45.5199482,-73.4134615,Aéroport de St-Hubert,2025-09-15 15:48,135
L7823116,CA,CA-QC,CA-QC-FR,46.3605841,-72.6735439,Aéroport de Trois-Rivières,2025-07-05 12:30,50
L5093106,CA,CA-QC,CA-QC-IM,47.4236519,-61.7749947,Aéroport des Îles-de-la-Madeleine,2025-06-22 16:36,55
L489658,CA,CA-QC,CA-QC-OU,45.5206492,-75.5618224,Aéroport exécutif Gatineau-Ottawa,2025-10-10 16:05,115
L606875,CA,CA-QC,CA-QC-QU,46.7903411,-71.390276,Aéroport international Jean-Lesage,2025-09-06 08:30,159
L973334,CA,CA-QC,CA-QC-ML,45.6701922,-74.0324134,Aéroport international Montréal-Mirabel,2025-09-11 09:45,118
L4168667,CA,CA-QC,CA-QC-MR,45.4722733,-73.7293579,Aéroport international P-E-T-Montréal,2025-10-05 07:16,139
L1299755,CA,CA-QC,CA-QC-MI,48.6024014,-68.2113842,Aéroport régional de Mt-Joli,2025-06-26 10:43,138
L16621006,CA,CA-QC,CA-QC-BO,48.0759414,-65.4741511,"Aéroport, Bonaventure",2022-04-26 15:40,26
L9922193,CA,CA-QC,CA-QC-CE,47.5993341,-70.2334499,"Aéroport, St-Irénée",2025-09-10 13:20,51
L3976495,CA,CA-QC,CA-QC-VS,45.5221,-74.3503,Baie Brazeau,2025-06-26 12:45,42
L5122952,CA,CA-QC,CA-QC-OU,45.5133272,-75.4967079,Baie Carpentier,2025-08-26 11:15,106
L11779639,CA,CA-QC,CA-QC-QU,46.9489554,-71.4017213,Baie Charles-Talbot,2024-02-09 09:42,38
L3653651,CA,CA-QC,CA-QC-CO,45.5285389,-76.1355972,Baie Cornu,2024-03-17 13:13,87
L3818281,CA,CA-QC,CA-QC-CO,45.6229166,-75.6274544,Baie Courville,2025-07-12 07:37,88
L14207986,CA,CA-QC,CA-QC-GR,45.4948001,-70.8982138,Baie Dollard,2025-09-24 07:30,51
L3567477,CA,CA-QC,CA-QC-DD,48.4477637,-72.1204376,Baie Doré,2025-04-09 16:43,87
L3573207,CA,CA-QC,CA-QC-OU,45.3800954,-75.8190107,Baie Fraser,2025-10-10 13:40,170
L21089691,CA,CA-QC,CA-QC-VG,46.255804,-75.8153416,Baie Gabriel,2022-09-05 11:00,4
L3453980,CA,CA-QC,CA-QC-MN,49.1568289,-68.216418,Baie Henri-Grenier--HISTORIQUE (accès maintenant interdit au public),2025-07-23 20:04,186
L47565739,CA,CA-QC,CA-QC-FR,46.2906346,-72.6239896,Baie Jolie,2025-08-27 16:25,98
L1533826,CA,CA-QC,CA-QC-VF,45.5876839,-71.9749975,Baie Kendall,2025-10-05 11:27,105
L2200266,CA,CA-QC,CA-QC-OU,45.4845439,-75.5847247,Baie McLaurin,2025-10-11 14:15,179
L5213046,CA,CA-QC,CA-QC-CO,45.5193727,-76.0559712,Baie Noire,2025-05-13 09:51,113
L14512800,CA,CA-QC,CA-QC-CO,45.5331121,-76.0962515,Baie Parker,2025-05-10 13:45,128
L11168499,CA,CA-QC,CA-QC-VS,45.5002585,-74.2872483,Baie Quesnel,2025-06-30 15:00,42
L2696276,CA,CA-QC,CA-QC-MT,48.8492659,-67.5274615,Baie Rivière Matane,2025-10-11 14:01,138
L2200800,CA,CA-QC,CA-QC-OU,45.385922,-75.7966705,Baie Simard,2025-10-09 10:10,222
L7484525,CA,CA-QC,CA-QC-PB,48.3030654,-64.7123051,Baie St-Hubert,2021-05-22 18:15,22
L3449003,CA,CA-QC,CA-QC-MN,49.0943088,-68.3045044,Baie St-Ludger,2025-10-04 10:56,193
L2802307,CA,CA-QC,CA-QC-CE,48.1091855,-69.7233582,Baie Ste-Catherine,2025-10-10 11:34,211
L6630424,CA,CA-QC,CA-QC-MB,49.8909029,-64.499445,Baie Ste-Claire,2025-08-18 15:50,99
L7178649,CA,CA-QC,CA-QC-HC,48.7388903,-69.0567481,Baie Verte,2025-09-27 17:53,100
L9678445,CA,CA-QC,CA-QC-GSL,51.428368,-57.631527,Baie au Saumon,2023-06-17 15:01,15
L3149875,CA,CA-QC,CA-QC-GSL,51.5027098,-57.2420311,Baie de Brador,2025-07-03 08:58,84
L2894025,CA,CA-QC,CA-QC-AG,45.523032,-74.3171454,Baie de Carillon,2025-09-20 09:28,108
L3945983,CA,CA-QC,CA-QC-MB,50.3087569,-64.4917524,Baie de Magpie,2023-12-03 13:50,162
L1172385,CA,CA-QC,CA-QC-MR,45.4430674,-73.789072,Baie de Valois,2025-06-15 12:53,114
L4062379,CA,CA-QC,CA-QC-VS,45.3934957,-74.0192699,Baie de Vaudreuil,2025-10-11 13:32,155
L3760123,CA,CA-QC,CA-QC-RL,47.8033088,-69.5880353,Baie de l'Amitié,2024-04-30 12:54,42
L14075884,CA,CA-QC,CA-QC-FS,48.427619,-70.8335194,Baie de la pointe aux Pins,2025-09-24 10:14,81
L11126354,CA,CA-QC,CA-QC-MB,49.7124507,-62.9220767,Baie de la rivière Patate,2024-07-19 07:33,63
L3453983,CA,CA-QC,CA-QC-HC,48.524301,-69.269934,Baie des Bacon,2025-09-24 16:38,174
L3643780,CA,CA-QC,CA-QC-DR,49.0448316,-66.849618,Baie des Capucins,2025-10-03 11:41,172
L2346111,CA,CA-QC,CA-QC-HC,48.3497186,-69.4018189,Baie des Escoumins,2025-10-11 15:36,222
L11155216,CA,CA-QC,CA-QC-MB,49.4706546,-62.3170914,Baie des Homards,2024-08-03 12:49,38
L5890164,CA,CA-QC,CA-QC-MT,49.0047425,-66.9697943,Baie des Méchins,2025-09-01 12:30,98
L2204904,CA,CA-QC,CA-QC-CE,47.9570713,-69.799699,Baie des Rochers,2025-10-10 15:49,161
L10422448,CA,CA-QC,CA-QC-IM,47.4007623,-61.8648333,Baie du Cap Vert,2025-07-20 13:37,74
L6629875,CA,CA-QC,CA-QC-MB,49.9369149,-64.266715,Baie du Grand Makasti,2025-06-26 10:00,23
L3127430,CA,CA-QC,CA-QC-PB,48.333408,-64.7079277,Baie du Grand Pabos,2025-10-11 14:46,202
L3043863,CA,CA-QC,CA-QC-PB,48.3746678,-64.5867777,Baie du Petit Pabos,2025-09-16 16:57,177
L2863353,CA,CA-QC,CA-QC-IM,47.2489586,-61.9182158,Baie du Portage,2025-08-15 14:42,136
L6629876,CA,CA-QC,CA-QC-MB,49.28333,-61.83333,Baie du Renard,2022-10-26 11:02,81
L5067136,CA,CA-QC,CA-QC-LS,48.5636864,-71.7698407,Baie à Forest,2025-09-16 14:00,127
L2901894,CA,CA-QC,CA-QC-DR,49.0970344,-66.6783857,"Baie, Cap-Chat",2025-10-03 11:06,146
L2323681,CA,CA-QC,CA-QC-AV,48.0952184,-66.1129761,"Baie, Carleton-sur-Mer",2025-09-07 16:56,126
L3595046,CA,CA-QC,CA-QC-DR,49.2528333,-65.4376069,"Baie, Manche-d'Épée",2025-09-19 17:35,33
L4991295,CA,CA-QC,CA-QC-MI,48.6677709,-68.0207133,"Baie, Métis-sur-Mer",2025-10-11 10:40,153
L5046314,CA,CA-QC,CA-QC-DM,45.5043919,-73.956635,"Baie, Pte-Calumet",2025-08-18 15:38,68
L1020630,CA,CA-QC,CA-QC-NY,46.1448539,-72.7305483,"Baie-du-Febvre (station d'épuration, étangs & Rte Janelle)",2025-10-11 12:26,267
L6121054,CA,CA-QC,CA-QC-AV,48.0924992,-66.1234689,Banc de Carleton,2025-10-10 09:41,139
L349932,CA,CA-QC,CA-QC-HC,48.6087989,-69.0891989,Banc de Portneuf-sur-Mer,2025-10-05 12:06,224
L3021323,CA,CA-QC,CA-QC-IM,47.4207144,-61.8674254,Barachois de Fatima,2025-09-03 09:15,161
L3008228,CA,CA-QC,CA-QC-PB,48.338334,-64.691126,Barachois du Grand Pabos,2025-10-04 09:50,190
L2171045,CA,CA-QC,CA-QC-BO,48.0642214,-65.1354826,"Barachois, Hope Town",2025-09-23 10:24,151
L797193,CA,CA-QC,CA-QC-PB,48.582172,-64.2928505,"Barachois, Percé",2025-10-10 15:57,245
L4648839,CA,CA-QC,CA-QC-PB,48.1907529,-64.9697542,"Barachois, Port-Daniel",2025-09-20 11:24,150
L2290056,CA,CA-QC,CA-QC-AV,48.1076978,-66.2242957,"Barachois, St-Omer",2025-10-10 09:00,108
L3700105,CA,CA-QC,CA-QC-BS,46.0964466,-70.6532818,Barrage & Parc Sartigan,2025-09-22 09:30,151
L2885482,CA,CA-QC,CA-QC-HF,45.7598025,-71.4059079,Barrage Aylmer,2025-10-11 10:37,75
L34560797,CA,CA-QC,CA-QC-HM,47.5557023,-72.8337902,Barrage Beaumont,2025-05-01 17:22,10
L3527746,CA,CA-QC,CA-QC-AG,45.5693216,-74.3820333,Barrage Carillon,2025-10-01 08:29,162
L8856899,CA,CA-QC,CA-QC-SH,45.3809193,-71.9601399,Barrage Drummond,2025-10-10 07:50,75
L2764142,CA,CA-QC,CA-QC-HM,48.3534487,-74.0987277,Barrage Gouin,2016-08-30 11:30,38
L6594830,CA,CA-QC,CA-QC-MG,45.2730077,-72.1039406,Barrage Grande-Dame,2025-09-13 16:59,68
L3637648,CA,CA-QC,CA-QC-APP,45.9461647,-71.2770733,Barrage Jules-Allard,2025-04-21 12:47,66
L3752784,CA,CA-QC,CA-QC-JAM,53.7351065,-78.5676098,Barrage LG1,2025-07-08 19:52,54
L5112421,CA,CA-QC,CA-QC-JAM,53.7289214,-75.9757805,Barrage LG3,2025-07-01 20:13,65
L1844794,CA,CA-QC,CA-QC-SH,45.4785105,-71.9528736,Barrage Larocque,2025-10-06 18:15,84
L3042069,CA,CA-QC,CA-QC-MN,49.3189462,-68.3487797,Barrage Manic 2,2025-08-30 20:53,117
L3790739,CA,CA-QC,CA-QC-MN,50.6446118,-68.7281869,Barrage Manic 5,2025-09-02 12:15,117
L3408297,CA,CA-QC,CA-QC-VG,46.7174599,-75.9838271,Barrage Mercier,2024-07-26 10:40,88
L3673318,CA,CA-QC,CA-QC-KA,47.6493842,-69.5109808,Barrage Morin,2025-05-03 13:00,76
L8153184,CA,CA-QC,CA-QC-RM,48.4307846,-68.3536035,Barrage Neigette,2025-09-16 09:16,95
L2792016,CA,CA-QC,CA-QC-VG,45.8101363,-75.9309769,Barrage Paugan,2025-10-11 17:49,101
L2772783,CA,CA-QC,CA-QC-SAG,48.3096823,-71.2112975,Barrage de Portage-des-Roches,2025-08-25 19:52,101
L2778735,CA,CA-QC,CA-QC-SAG,48.3871639,-71.1287456,Barrage de la Chute-Garneau,2025-04-09 15:10,74
L12047303,CA,CA-QC,CA-QC-DU,45.861909,-72.4492669,Barrage de la Chute-Hemmings,2025-10-05 13:37,91
L22373466,CA,CA-QC,CA-QC-SH,45.4039924,-71.8951206,Barrage des Abénaquis,2025-07-09 17:24,48
L1053170,CA,CA-QC,CA-QC-LV,45.5322968,-73.8814902,Barrage du Grand-Moulin,2025-09-22 09:19,145
L3636695,CA,CA-QC,CA-QC-TM,47.5538001,-79.239682,"Barrage, Angliers",2025-10-10 16:19,154
L1912436,CA,CA-QC,CA-QC-BH,45.3140798,-73.9084149,"Barrage, Beauharnois",2025-09-14 09:30,197
L1912137,CA,CA-QC,CA-QC-VR,45.444841,-73.261714,"Barrage, Chambly",2025-10-10 10:27,133
L2157860,CA,CA-QC,CA-QC-HL,45.0874737,-74.1726326,"Barrage, Huntingdon",2025-09-15 17:26,99
L3809743,CA,CA-QC,CA-QC-LS,48.5770543,-71.634457,"Barrage, Isle-Maligne",2025-07-04 11:18,44
L2593984,CA,CA-QC,CA-QC-TT,47.5708305,-68.6421511,"Barrage, Lac Témiscouata",2025-09-06 09:37,171
L3887676,CA,CA-QC,CA-QC-MG,45.2833725,-71.9631546,"Barrage, North Hatley",2025-09-29 10:21,116
L17965379,CA,CA-QC,CA-QC-MN,49.1954611,-68.245697,"Barrage, Rivière Amédée",2025-09-08 16:56,28
L6581284,CA,CA-QC,CA-QC-SH,45.3419002,-71.9937384,"Barrage, Rock Forest",2025-07-24 16:15,61
L3136704,CA,CA-QC,CA-QC-MK,45.4997297,-72.9066896,"Barrage, St-Pie",2025-06-04 10:50,75
L9468980,CA,CA-QC,CA-QC-BH,45.300971,-74.03402,"Barrage, St-Timothée",2024-08-25 12:52,46
L2968564,CA,CA-QC,CA-QC-MK,45.4869949,-72.8944266,"Barrage, Émileville",2025-03-13 13:05,86
L5885651,CA,CA-QC,CA-QC-VG,45.9109605,-75.7382602,Base de plein air Air-Eau-Bois,2022-10-16 09:15,56
L12414980,CA,CA-QC,CA-QC-PB,48.3145678,-64.7042376,Base de plein air de Bellefeuille--Lac Duguay,2025-09-08 15:10,34
L13783087,CA,CA-QC,CA-QC-PB,48.322707,-64.7044031,Base de plein air de Bellefeuille--Sentier de Bellefeuille,2023-09-11 16:40,53
L663110,CA,CA-QC,CA-QC-QU,46.7906725,-71.3303447,Base de plein air de Ste-Foy,2025-10-11 12:46,243
L13779924,CA,CA-QC,CA-QC-CE,47.6869053,-70.3323769,Base de plein air du Lac-Nairne,2025-09-13 10:32,56
L3093583,CA,CA-QC,CA-QC-SH,45.3327882,-71.9903934,Base de plein-air André-Nadeau,2025-06-06 09:30,91
L30144076,CA,CA-QC,CA-QC-FR,46.3244805,-72.6049874,Bassin Bostonnais,2025-09-01 18:09,77
L9323145,CA,CA-QC,CA-QC-LV,45.5525231,-73.7228664,Bassin Le Corbusier,2025-10-10 14:15,107
L4409292,CA,CA-QC,CA-QC-BH,45.3000675,-74.1262579,Bassin Les Cèdres,2023-12-05 10:14,43
L7308517,CA,CA-QC,CA-QC-QU,46.888449,-71.188116,Bassin Nordique,2025-08-01 10:14,94
L3061895,CA,CA-QC,CA-QC-IM,47.5514256,-61.5163136,Bassin aux Huîtres,2024-09-19 10:23,116
L165065,CA,CA-QC,CA-QC-VR,45.4603508,-73.2786403,Bassin de Chambly,2025-08-22 16:25,215
L5133430,CA,CA-QC,CA-QC-SAG,48.4270185,-71.0741052,Bassin de Chicoutimi,2025-09-07 11:20,80
L14506899,CA,CA-QC,CA-QC-LL,46.1782846,-74.6211585,"Bassin de décantation, Mt-Tremblant",2025-05-01 10:57,42
L1442851,CA,CA-QC,CA-QC-LV,45.6002271,-73.7428522,"Bassin de décantation, Vimont",2025-09-16 10:29,108
L46857928,CA,CA-QC,CA-QC-QU,46.8311874,-71.3644771,Bassin de l'Astrolabe,2025-06-08 08:09,41
L51469560,CA,CA-QC,CA-QC-MR,45.5096618,-73.706742,Bassin de la Brunante,2025-08-12 11:30,3
L31285909,CA,CA-QC,CA-QC-QU,46.8336605,-71.3154329,Bassin de la Rive-Boisée Nord -1 & -2,2025-08-08 11:26,22
L24055490,CA,CA-QC,CA-QC-OU,45.4321768,-75.7882673,"Bassin de rétention du Plateau, Gatineau",2025-10-11 10:20,99
L9642021,CA,CA-QC,CA-QC-BL,46.644885,-70.9961988,"Bassin de rétention, St-Anselme",2022-12-31 09:22,35
L3980125,CA,CA-QC,CA-QC-HR,45.3225902,-73.2591032,Bassin sud Pont Marchand,2025-10-10 11:54,155
L6433573,CA,CA-QC,CA-QC-TM,47.3002856,-79.3145084,"Bassins d'épuration, Béarn",2025-10-11 13:55,130
L5698511,CA,CA-QC,CA-QC-TM,47.1969063,-79.3877435,"Bassins d'épuration, Fabre",2025-08-26 09:39,127
